0 	 0 	 98
0 	 10 	 34
0 	 10 	 35
0 	 11 	 32
0 	 11 	 33
0 	 11 	 34
0 	 11 	 35
0 	 11 	 36
0 	 12 	 30
0 	 12 	 31
0 	 12 	 32
0 	 12 	 33
0 	 12 	 34
0 	 12 	 35
0 	 12 	 36
0 	 13 	 29
0 	 13 	 30
0 	 13 	 31
0 	 13 	 32
0 	 13 	 33
0 	 13 	 34
0 	 13 	 35
0 	 13 	 36
0 	 13 	 37
0 	 14 	 28
0 	 14 	 29
0 	 14 	 30
0 	 14 	 31
0 	 14 	 32
0 	 14 	 33
0 	 14 	 34
0 	 14 	 35
0 	 14 	 36
0 	 14 	 37
0 	 15 	 27
0 	 15 	 28
0 	 15 	 29
0 	 15 	 30
0 	 15 	 31
0 	 15 	 32
0 	 15 	 33
0 	 15 	 34
0 	 15 	 35
0 	 15 	 36
0 	 15 	 37
0 	 15 	 38
0 	 16 	 25
0 	 16 	 26
0 	 16 	 27
0 	 16 	 28
0 	 16 	 29
0 	 16 	 30
0 	 16 	 31
0 	 16 	 32
0 	 16 	 33
0 	 16 	 34
0 	 16 	 35
0 	 16 	 36
0 	 16 	 37
0 	 16 	 38
0 	 16 	 39
0 	 17 	 25
0 	 17 	 26
0 	 17 	 27
0 	 17 	 28
0 	 17 	 29
0 	 17 	 30
0 	 17 	 31
0 	 17 	 32
0 	 17 	 33
0 	 17 	 34
0 	 17 	 35
0 	 17 	 36
0 	 17 	 37
0 	 17 	 38
0 	 17 	 39
0 	 17 	 40
0 	 17 	 41
0 	 17 	 42
0 	 17 	 43
0 	 18 	 25
0 	 18 	 26
0 	 18 	 27
0 	 18 	 28
0 	 18 	 29
0 	 18 	 30
0 	 18 	 31
0 	 18 	 32
0 	 18 	 33
0 	 18 	 34
0 	 18 	 35
0 	 18 	 36
0 	 18 	 37
0 	 18 	 38
0 	 18 	 39
0 	 18 	 40
0 	 18 	 41
0 	 18 	 42
0 	 18 	 43
0 	 19 	 34
0 	 19 	 35
0 	 19 	 36
0 	 19 	 37
0 	 19 	 38
0 	 19 	 39
0 	 19 	 40
0 	 19 	 41
0 	 19 	 42
0 	 19 	 43
0 	 19 	 82
0 	 19 	 83
0 	 19 	 84
0 	 20 	 36
0 	 20 	 37
0 	 20 	 38
0 	 20 	 39
0 	 20 	 40
